accepted_idx	post_warmup_idx	logp	nu_0	nu_1	nu_2	nu_3	nu_4	nu_5	nu_6	nu_7	nu_8	nu_9	nu_10	nu_11	nu_12	nu_13	nu_14	nu_15	nu_16	nu_17	nu_18	nu_19	nu_20	nu_21	nu_22	nu_23	nu_24	nu_25	nu_26	nu_27	nu_28	nu_29	nu_30	nu_31	nu_32	nu_33	nu_34	nu_35	nu_36	nu_37	nu_38	nu_39	nu_40	nu_41	nu_42	nu_43	nu_44	nu_45	nu_46	nu_47	nu_48	nu_49
338	1418	-420.9887902750	4.1447787480	-4.8419572439	-3.6769485540	0.3697733628	3.0119816719	0.2967216480	-0.0111819307	0.0060055369	1.5071848245	-1.3610962246	0.8396241456	1.0399301520	1.8679922200	-0.0775207893	1.0682289188	0.5275969085	-0.5818913364	0.0258151095	0.6047503417	-0.3235826304	-1.3437840695	-1.0146149131	0.4458913314	0.1413887698	-0.9076839441	-1.7956859503	-0.5593485412	0.6828301837	-0.8129707373	-2.3200837487	1.3687425733	-0.0267382470	0.7057408807	-1.6422143430	-0.5335775809	-0.6192860668	0.4772306094	0.2227280897	-1.9022579698	0.8143481998	-0.0739245178	1.0402634959	1.9519614683	0.5067916261	0.9645343312	-0.3017856204	0.3691256527	0.4566124749	-1.5311765092	-0.6954820051
339	1425	-420.4205995735	3.9841102440	-4.9571435988	-3.6610327770	0.4314952505	3.1307379044	0.0038889496	-0.0756061395	0.0995888148	1.5861524341	-1.2749964916	1.0730947122	1.1844069003	2.2344768388	0.3301532836	0.8783071245	0.5575908536	-0.3136108663	-0.0067170037	0.7632218905	-0.4779440137	-1.4752353544	-0.9456977990	0.5265304542	0.2275320005	-1.2885725965	-1.5901341181	-0.3947651646	0.6261503767	-0.9099028071	-2.6364513875	0.9984579385	-0.0853272094	0.7716936231	-1.3956939168	-0.5872594047	-0.4250030121	0.1185411707	0.2283227060	-1.8695101325	0.5947561492	-0.1380716341	0.9576988357	2.0217460479	0.5336711951	0.7004522714	-0.2381745291	-0.2921885132	0.6049381049	-1.7832191237	-0.7304902421
340	1447	-422.6708665680	3.8016397069	-5.0300493454	-3.8482811651	0.7645348212	2.9261161404	0.1936776678	-0.1243216838	0.3140518729	1.5566522899	-1.1424560888	0.8333788090	1.2781075809	2.1877787244	0.4625592315	1.2206175393	0.6767013333	-0.1782730965	0.0983747994	0.7558962005	-0.2074272085	-1.4175559785	-0.7234770778	0.2993568230	0.0119274671	-1.2176642193	-1.9450015724	-0.2167590115	0.7641953931	-0.8904137674	-2.5189260829	1.1311012446	-0.3769879053	0.9920482607	-1.2484030120	-0.5995758184	-0.3675294496	0.1806761111	0.2382417722	-1.8236492098	0.6790683335	0.0395055364	1.0821309038	1.9187428381	0.8212309253	0.7689902398	-0.2150804200	-0.0777549785	0.5629323928	-1.7861134013	-1.0263686274
341	1448	-422.7692537557	3.5176041698	-4.4141490040	-3.7008785895	0.8233425222	3.0601631096	0.2387543484	0.0269308986	0.1960018030	1.4970256737	-0.8839766133	1.0350673374	0.9232206459	2.1416835559	0.6616506127	1.4703378228	0.4158217170	-0.2252211038	-0.2131264132	0.5884889359	-0.1332417659	-1.4837515997	-0.9927582585	0.1571330721	-0.0413576778	-0.8334756537	-1.9813122856	-0.2018054063	0.7717338772	-0.9328886976	-2.4748959830	0.9127086977	-0.1551045099	0.7073538799	-1.4663245092	-0.7351772136	-0.0609523160	-0.0640268615	0.4791059232	-2.0216061549	0.9249915643	-0.0174081124	1.3502325611	1.4903566457	0.8420945778	1.0103574916	-0.0269122803	-0.0818287784	0.5060690213	-1.5490942720	-0.8030866891
342	1454	-421.7162374923	3.6288407815	-4.7737717831	-3.6837800639	0.6156590265	3.6135769617	0.2983854995	-0.0858918824	0.0624197195	1.3854015042	-0.8506716505	1.1754268314	1.0146214602	1.7908657792	0.5716004202	1.4441147264	-0.0068363929	-0.3159387586	-0.1113328395	0.5007379085	0.0226445173	-1.8664836470	-1.4507527162	0.2584741086	0.0152256570	-0.7978512028	-2.2525875953	-0.3432321912	0.5421613582	-0.8933648635	-2.5024409645	0.8928053559	-0.3332253275	0.9157684479	-1.1495463507	-0.9886322159	-0.0295025217	-0.3029133451	0.3312657770	-1.7850740556	0.8244862214	-0.0488033641	1.4229099524	1.5118839554	0.6878328857	1.0646593074	-0.2370281401	-0.2245442679	0.6146000802	-1.5847937640	-0.9738718095
343	1456	-422.1296959416	3.6435387291	-4.5776488697	-3.8437330744	0.6893261095	3.5690804799	0.3808706723	0.1801160511	-0.1662464532	1.3210550476	-0.6639609352	1.2042910256	1.0220270175	1.6922329178	0.7264555888	1.6509772859	0.0515165990	-0.3566550897	-0.2775877097	0.2734993098	-0.0047849650	-1.7018602977	-1.4720244688	0.5027793026	-0.0029477974	-0.7943595271	-2.1389357796	0.0270710780	0.1380200931	-0.6040253440	-2.4024042286	0.8751361006	-0.4009390869	1.1625570519	-1.1521953140	-0.8359384816	-0.2831392900	-0.0944857133	0.1922892269	-2.2115408495	0.8297647904	0.0841166322	1.5215884965	1.3283505167	0.8269293240	1.0750337444	-0.3690069161	-0.2247933686	0.3453184696	-1.7910930065	-0.9356839175
344	1459	-422.2762978953	3.7546622789	-4.5353154023	-4.2896152481	0.9017620338	3.9571196024	0.2354417293	0.1819091032	-0.2449516087	1.6766315451	-0.7398851716	1.3269910243	1.2040160518	1.8599719674	1.1262871060	1.4476335518	0.2578610462	-0.5452438072	-0.4814811254	0.4062786687	0.1105394156	-1.9234535799	-1.2671004793	0.5151151598	-0.0673974341	-1.2358781132	-2.2420380977	-0.2137120036	-0.1818422060	-0.5635455893	-2.2947366060	0.9295220595	0.0780888772	0.9692503285	-1.0984727421	-0.9492058117	-0.2292490201	-0.6787122808	0.4135080437	-2.2662627819	1.3619894499	0.3014222720	1.2904235472	1.2590227711	0.5502530618	0.6429753470	-0.1981458608	-0.0682923831	0.6921589828	-1.7267082799	-1.0952428649
345	1463	-422.8059909126	3.7920162491	-4.4885022109	-4.1263721570	0.8157926626	4.1936126944	0.2201089516	0.5200862546	0.1100879268	1.7008372842	-0.7924873737	1.2804653306	1.3657954681	1.7823752871	1.6851744877	1.1620299532	0.2911338944	-0.3801957067	-0.6777556218	0.2505680309	0.2290369209	-2.0018625169	-1.0391633028	0.6441250281	-0.2549020484	-1.3413221235	-2.2044448928	-0.2584104135	0.3502645095	-0.4152653338	-1.9890241617	0.9828002714	0.2732271657	0.8247402975	-1.1853118972	-0.7988846606	-0.0472206746	-1.0742452939	0.4666235928	-2.1855206497	1.6626520139	0.2603042634	1.3387283951	1.4756673478	0.4951716615	0.3691697838	0.1851264899	-0.0150318898	0.5113471142	-1.6549772597	-0.9003065014
346	1467	-422.2183933854	3.7350322599	-4.4836637407	-4.2549995039	0.9599872845	4.0894739600	0.2450668515	0.7166223776	-0.1963130476	1.6589704263	-0.7845395961	1.4180038721	1.1863692441	1.8422125381	1.7966153618	1.0105799372	0.2260595533	-0.3989642592	-0.4407171927	0.1446006713	0.0322212806	-2.0518673615	-0.9837430021	0.5709674117	-0.4314683322	-1.0676742545	-2.0261738279	-0.2259569818	0.3478354822	-0.4322644381	-1.8364067873	0.9321340373	0.1735629833	0.5925110991	-1.0924369749	-0.7917524947	-0.1397484932	-0.9251090662	0.3055157085	-2.1873113364	1.7638184266	0.5599138500	1.7951513174	1.4909193542	0.5491823126	0.1692226626	0.0382538289	-0.1939410263	0.6990826497	-1.4130726842	-1.0867511907
347	1468	-419.9257240792	3.7334860263	-4.5654441009	-4.5183697360	0.8130781949	4.0747502119	0.1132046810	1.1334079019	-0.2559781887	1.7272971858	-1.0375580056	1.1983763568	1.1624598258	1.8661783002	1.7761788274	1.1013859179	-0.0523325845	-0.3309585921	-0.2797686982	0.3105228406	-0.0563055276	-2.3245083934	-0.6294484833	0.5275642036	-0.3637836309	-0.8588027759	-1.4148781711	-0.3845561420	0.3053393521	-0.4839979576	-1.5931005449	0.9681463433	0.0177407742	0.9355693817	-0.7346020996	-1.0013459312	-0.0123635374	-1.2627840828	0.2964645845	-2.2875745498	1.5625507933	0.7135085461	1.6630418359	1.3887686626	0.8054452729	0.2990885833	-0.3976358795	-0.3817436518	0.5613882233	-1.3510172874	-1.3702315091
348	1471	-418.6005920443	3.8292109941	-4.4636850507	-4.3243108650	0.6347260224	3.9765078229	0.0759811720	0.8453442533	-0.3346046404	1.7347023267	-0.9932186795	1.0112696816	1.0409580233	1.7549825952	1.4358300544	1.7039269464	-0.1947918989	-0.0350192456	-0.2574027424	0.0394581079	-0.1679981732	-1.8309614140	-0.3471183386	0.6866670478	-0.3086736637	-1.2663392373	-1.4744384153	-0.1479643006	0.7559280833	-0.4013866383	-1.4330715720	1.0453245375	-0.1876219364	1.3299544384	-0.4225071716	-0.8723668438	0.1470369592	-1.0991061517	-0.0031188000	-2.3238831502	1.4482245155	0.4680276664	1.5100212338	1.6736006922	0.5720673363	0.0991258255	-0.3944040074	-0.6043623336	0.1594073678	-1.1912443600	-1.0975136996
349	1473	-418.4154197314	3.9675244489	-4.4473762371	-4.1850821593	0.7922895661	4.0527032177	-0.0829042899	0.7985984802	-0.3472685426	1.8652999407	-1.3124119574	0.8163481218	0.8117124491	1.8670310036	1.3322769291	1.6488217994	-0.2089108774	-0.1532524342	-0.3836602208	0.1961734179	-0.3232384511	-1.9164608673	-0.3674821774	0.8834810054	0.0036534791	-0.8012135486	-1.0555893389	-0.2820550121	0.7949892223	-0.7222252462	-1.2918667758	1.2183832244	-0.0924839655	1.0330505425	-0.4964027717	-0.7561066791	0.3356535675	-0.8004548039	-0.0020847904	-2.0502063921	1.3751806945	0.5533887414	1.3720169189	1.5039917959	0.6060178358	0.2578610484	-0.6354832292	-0.5999027407	-0.1391151467	-1.3887716819	-1.2579252770
350	1474	-419.9874496711	3.7492465808	-4.3319626668	-4.1042137419	0.9130844846	4.3510661664	-0.0382626320	0.8583520075	-0.2175559583	1.6005575383	-1.2708621194	1.0672554936	0.7451506611	1.7293505623	1.3845989247	1.5003609279	-0.4017565471	-0.0234945454	-0.3497973277	0.0583430460	-0.3152909933	-2.2532830690	-0.2247948433	1.1532382763	-0.4113707934	-0.7686896290	-1.0552178719	-0.4530889893	0.7052442267	-0.6569335024	-1.2803312184	1.0136894224	-0.2064969330	1.0836075888	-0.5315726819	-0.8054004666	0.3290273611	-0.4205718975	0.1200597507	-1.5830950521	1.2724070983	0.5434995253	1.4432929185	1.2729436105	0.7589382964	0.1578344918	-1.2363815940	-0.4871748432	-0.2098978809	-1.3049006725	-1.1189815679
351	1478	-419.5957631713	3.7494320469	-4.3751175195	-4.2534243398	0.7189402748	4.5740049214	0.2569784079	1.2219947348	-0.3449019095	1.5690840353	-1.3136181127	1.2194427382	0.7537176739	1.7117236741	1.4158790026	1.4237460563	-0.6010090775	0.0035734774	-0.1851811110	0.2661818092	-0.2461167076	-1.8326654619	-0.3635504054	1.0246832581	-0.7594034904	-1.0523455067	-1.0439716541	-0.1394369810	0.7599231440	-0.3261277125	-1.1425588682	1.3790445399	0.2383953742	1.3486318662	-0.6657330727	-0.7902104691	0.4788740051	-0.2339755303	0.2306059228	-1.8368269947	0.8947818719	0.4591346752	1.4081892506	1.4399678338	0.7659431154	-0.2106820405	-0.8023349198	-0.4763042274	0.1475394057	-1.3730403246	-1.2057785827
352	1484	-419.8781826486	3.6949789558	-4.3116084289	-4.4945851431	0.6858649706	4.2821228278	0.1889030805	1.4173627397	-0.2067910708	1.6159954837	-1.4444733545	1.1632800290	0.9901797234	1.6672067139	1.6192475634	1.3610552624	-0.6191959426	0.0466529916	-0.1211631262	0.3899074111	-0.2920169412	-1.6948363106	-0.3211552804	1.1159556804	-0.6397323593	-0.7844879094	-0.7622863050	-0.5029066658	0.9889772120	-0.2764512721	-1.0100451195	1.5646497156	0.2586267746	1.1975206410	-0.7256777738	-0.9286505217	0.5556401076	-0.5097741214	0.1716620790	-1.7746446384	0.7324350820	0.5758946508	1.4546420258	1.4167208037	0.7569605659	-0.0810531043	-0.7248715705	-0.2226582397	-0.2877347318	-1.2217834331	-1.3196221263
353	1487	-419.7859078255	3.8209394656	-4.2199210038	-4.2858400678	0.8920996780	4.4259320600	-0.0919283396	1.3751305193	-0.1936082616	1.3577818658	-1.3621345430	1.0353558046	0.8813750132	1.5716941383	1.7150743554	1.2614403666	-0.4457626056	0.2248332765	-0.3768569021	0.4496780436	-0.5099929067	-1.4832935413	-0.3383174829	1.0196088521	-0.8780973205	-0.7508951037	-1.1820457076	-0.3288332921	0.8081320958	0.0428694718	-1.0022608860	1.2508477715	0.0001582670	1.1480370218	-0.9515334998	-0.7769166188	0.6255714162	-0.4612301515	0.1901348918	-1.6305462214	1.1265394096	0.7258852112	1.2849829474	1.6919945503	0.7913348662	-0.4735205816	-0.7516279137	-0.1131513949	-0.1766181814	-1.3676915258	-1.5852925993
354	1489	-420.3902926000	3.8061012311	-4.0516722514	-4.3500335193	0.8184310774	4.4931847538	-0.3807704678	1.5608310550	-0.5005594171	1.3713867242	-1.1123464643	1.0484758218	1.0141542781	1.8606794772	1.8766303470	1.3107971007	-0.3375106687	0.0425421983	-0.3667626262	0.6624047332	-0.3884350177	-1.5192825814	-0.2252348652	1.1264501141	-0.9193810195	-1.0778717837	-1.0373438891	-0.4531783762	0.7553556436	0.2643466349	-1.2055149195	1.1834071263	0.1609811165	1.1935794069	-0.9855169167	-0.7964245483	0.8277427223	-0.4894532153	0.2132479348	-1.6271393695	1.0170959161	0.6870798322	1.3385370214	1.7051545644	0.4639276529	-0.6679282868	-0.9757402924	-0.0249592918	-0.2739116046	-1.5208646172	-1.4798355542
355	1491	-421.3081353902	4.0306401276	-3.9675526544	-4.1389733762	0.6133607602	4.4076274136	-0.2160729018	1.2106308592	-0.5526343375	1.8371304382	-0.8328277152	1.0672150399	1.0979488732	2.1388341384	1.8216967540	1.5102319535	-0.5990811218	0.0964161182	-0.5536058015	0.3055840944	-0.2397856157	-1.6818614145	-0.2030981378	0.8032192926	-1.2564804111	-1.0372688202	-1.2427975084	-0.1636702680	0.5342800551	0.4271306548	-1.1034354173	1.2094539859	0.1106108799	0.9420469756	-0.9933004621	-0.7603682754	1.0887417050	-0.5583646563	0.2127388088	-1.5501597435	0.9393659946	0.6744081376	1.2410288593	1.7854198319	0.5671828280	-0.4424280934	-0.5417680641	-0.2215523489	-0.1311383328	-1.4858100320	-1.7501536250
356	1499	-421.0891714417	4.0327411460	-3.9446847262	-4.2752791226	0.5038342615	4.6795152915	-0.2200851055	1.1708634715	-0.8214589818	1.8222036175	-0.8464939914	0.9371305901	1.1995280384	2.0468305735	2.0033618904	1.2846800925	-0.7159304373	0.1366705955	-0.4028943061	0.2483757225	-0.7361720583	-1.9536846089	-0.5880512791	0.6808885555	-1.2360026480	-1.1175462764	-1.5803998616	0.0287279527	0.5413314825	0.3795825480	-1.0568697058	0.8411425365	0.0184054418	1.0553488276	-0.7903488262	-0.7197269205	0.9558568340	-0.5037275890	-0.0597130995	-1.6674503466	1.0400601811	0.8913841738	1.3107054704	1.6750698826	0.7859631698	-0.1993964248	-0.2387566816	-0.3368548975	0.0300142622	-1.6028779448	-1.6996417582
357	1500	-421.0257769196	3.9970044814	-3.9348485688	-4.3164796272	0.6213889065	4.7008261745	-0.0772481152	1.0158609539	-0.8179651407	1.8594725232	-1.0250604187	0.8193784952	1.5750371853	1.8489535702	1.7314546385	1.3153848498	-0.7819531689	-0.2531449356	-0.3971665938	0.3361608694	-0.7208409602	-1.7976141979	-0.7129785916	0.8480273764	-1.4229599682	-1.1759885291	-1.8366283741	0.3397647065	0.7007497307	0.3689579997	-1.1025874179	0.9733952595	0.0338752476	1.0108680529	-0.9033325218	-0.6156639485	0.8497271634	-0.9499260107	0.0063344695	-1.3433893045	1.2421117840	0.8227344096	0.8871166598	1.6944172583	0.7151122810	-0.3965769314	-0.2987335055	-0.1076564617	0.1506546619	-1.2857334150	-1.4257959905
358	1502	-421.2187035999	3.8807946006	-4.2787935695	-4.4292669051	0.6293156502	4.4351490395	0.0007559689	0.8082063657	-0.9225224237	1.7675539703	-0.7819851261	1.1540489565	1.6961113704	1.9965133958	1.7278491706	1.1999296585	-0.8962976108	-0.1385292185	-0.5069023165	0.6874519110	-0.7522090540	-1.6581371723	-0.8307418718	0.7823990589	-1.2803620256	-1.3685925042	-1.8228452260	0.3213874092	0.7404421544	0.3428764528	-0.9326168530	0.7704116776	0.0221354766	1.1580789671	-1.0023898968	-0.3940003476	0.8490501869	-1.0460472835	-0.2177199812	-1.1681535614	1.3415319765	1.0952758528	0.6998979927	1.7243691280	0.7631876051	-0.6256286618	-0.3261378220	-0.4216881505	-0.1015934039	-1.4927788853	-1.5690796481
359	1504	-421.3914582291	3.9440191317	-3.9507090783	-4.4703493253	0.4466772512	4.3282701106	-0.2293067854	0.6547368215	-1.0301541740	1.4281473383	-0.6807293557	0.9624066872	1.4781390971	2.0882120402	1.9150108897	1.1454263542	-0.9275476699	-0.5333126960	-0.4763502633	0.7213297052	-0.6434952211	-1.6840342280	-0.7305502724	0.8366027113	-1.2967048834	-1.4331207000	-1.7527262742	0.7876239518	0.6264798690	0.4927437152	-0.8945235011	0.6362795960	-0.0295815136	1.1093165763	-1.1782128439	-0.5175400638	0.9385603267	-1.2329896805	-0.2013382710	-1.5734994253	1.2621116041	1.0447980050	0.6610413133	1.4922058348	0.9022120583	-0.2390333893	-0.0701880966	-0.6373979888	-0.4201630093	-1.3171573423	-1.1826610701
360	1507	-421.2751312469	4.2083758426	-3.8336455850	-4.5142173813	0.5092395374	4.4088647056	-0.1755986912	0.6798239413	-1.3666949026	1.3574540051	-0.2729020687	1.0830079558	1.6852253672	2.0667415014	1.9731182170	1.1733764444	-0.9590450334	-0.4444212726	-0.6190472312	0.5950063354	-0.3757331317	-1.5898163984	-0.5325949237	0.8213017051	-0.9570396290	-1.3955447171	-2.0974350607	0.6032275788	0.2194206990	0.6294344220	-0.6819797784	0.5978980234	-0.1525216918	0.8140759548	-1.1018782096	-0.6170150019	1.1827658005	-1.1339038466	-0.2141116254	-1.1537689844	1.0131242469	1.0447466461	0.4817921274	1.7442157452	0.7397730038	-0.5547072707	-0.0945219447	-0.6318134388	-0.0879643839	-1.1752293181	-1.2494392075
361	1510	-421.7188616960	4.1061433350	-3.8876650414	-4.1916263028	0.6566935619	4.5715344945	-0.2575018380	0.4673982112	-1.3974398058	1.5395050299	-0.1006943273	1.0329165922	1.8235291940	2.0652572783	1.7831514921	1.1531629846	-0.9171568609	-0.5266331407	-0.7500052945	0.7927874287	-0.5448250666	-1.6758072811	-0.7978228622	0.5961147348	-0.9443858881	-1.2245994025	-2.0884063132	0.5174631329	0.1487858053	0.7868400350	-0.5359035087	0.4403606002	-0.2030222733	0.9381980419	-1.5442770862	-0.3738063569	0.9988250040	-1.2119025719	-0.3536971452	-0.9277808614	0.9148533868	0.8888170375	0.4270634636	1.5373655682	0.7749027172	-0.3627963455	-0.3943049121	-0.4933831090	0.0252989077	-1.1323542952	-0.8812244564
362	1513	-420.7970606980	3.8076115309	-3.8157578910	-3.9620655416	0.5016539360	4.4470357544	-0.1806846872	0.7968357802	-1.2287375906	1.1731874439	-0.1297037462	1.1268802876	1.6636105743	2.0650718381	2.0202691877	1.2323468085	-0.9966252000	-0.5229197932	-0.6682954172	0.7789659073	-0.4208403246	-1.4834431819	-0.6725599746	0.6076875345	-0.8620189756	-1.0948160068	-1.9133466784	0.6808120259	0.3829466633	0.9316088065	-0.4654751118	0.5178605270	-0.0896483002	1.1350475351	-1.4782959088	-0.4273487161	0.9784439517	-1.2494840358	-0.7836559363	-0.6335394136	0.6439977075	1.0855742876	0.5095598990	1.7763970414	0.9361805419	-0.0280659478	-0.4196489512	-0.6336163540	-0.3213818829	-1.0916585525	-0.9153764914
363	1518	-423.6723321180	3.7052277956	-3.7168868912	-4.0850425027	0.8217368831	4.4705710243	-0.2238068581	0.9485309863	-1.2660532648	1.0762677805	-0.4943554308	1.1925558296	1.6694921030	1.8559169894	1.9803100829	1.1692210588	-0.8861967370	-0.4864757719	-1.2496071958	1.0034535265	-0.1138835009	-1.7456387929	-0.5291147895	0.6025207177	-1.1263351531	-1.1586519797	-2.0749952206	0.5303936660	0.3845446674	1.1557534857	-0.4555972691	0.7586294774	-0.3158811501	1.3154039649	-1.1322007715	-0.6831925664	0.9798521650	-1.1709118890	-0.7351290473	-0.3409935378	0.4678359291	1.2514058908	0.3254468844	1.6879313414	0.8864127161	-0.0313023133	-0.4115866773	-0.6027083579	-0.0978369354	-1.1610189266	-1.1064854287
364	1522	-425.4646455269	3.8732456476	-3.9511026374	-3.8586135604	0.7489915913	4.6024794743	-0.5415299959	1.2160681143	-1.2881072780	0.9615790266	-0.3745845366	1.0687622330	1.6042713329	1.7746559866	1.7308826678	1.0753847913	-0.8085732799	-0.2114287016	-1.4627101927	0.8314508996	-0.2696821138	-1.6913257694	-0.7045339823	0.4671676401	-1.1681028732	-1.1650609861	-1.9624716284	-0.1071093755	0.3008194276	0.8895476966	-0.4382314518	1.2795463764	-0.2261771955	1.3200538669	-1.0167162475	-0.5076352860	1.1504756931	-0.9500760659	-0.6795117476	-0.5574638321	0.6033270286	1.2358235324	0.7765058899	1.5013725337	0.8609892152	-0.1850786528	-0.2933099903	-0.8954950504	-0.0122619138	-1.0173691258	-1.3872355804
365	1527	-425.7185832609	3.7867261990	-3.7550934229	-3.9447001374	0.9475309851	4.5321027373	-0.4319429841	0.5800300656	-1.0290485563	0.9612322950	-0.7612733716	1.0357042857	1.9299032200	1.7477841097	1.6636417221	1.1731162525	-0.8290398221	-0.2415918459	-1.4723835207	1.0259698095	-0.0310799778	-1.7949879927	-0.6505832669	-0.0188555494	-1.0760556028	-1.0910163816	-2.2742743047	-0.0269987812	0.5096638726	0.7694843977	-0.4890473895	1.1616493650	-0.3928153977	1.4415316669	-0.5633559002	-0.6349091558	1.2736090893	-0.8022868718	-0.6338097543	-0.4025500933	0.6986393569	0.9940461978	0.6141132144	1.7049849604	0.5339376469	0.0190474582	-0.3320196844	-0.6641552139	0.0595265702	-0.9195858790	-1.1852290566
366	1528	-422.1257766393	3.9138512619	-4.1425825303	-4.1077610965	0.8170874891	4.3869194722	-0.7171327599	0.5908669279	-1.1146145231	1.1354965567	-0.7493799177	0.8335663207	1.3813825248	1.7201414722	1.6005353073	1.2953751772	-0.9447405619	0.0081685777	-1.7421772807	0.9876817937	-0.0962956547	-1.7584596118	-0.6365927942	-0.1536287279	-0.9049018767	-1.3034050225	-2.1102344237	0.3584887873	0.4131910389	0.8621513075	-0.3565624732	0.9214492934	-0.2397433360	1.4954352451	-0.5692125061	-0.4048542114	1.1202912968	-0.3071045391	-0.8962955613	-0.5981727978	0.6803812870	0.9410591520	0.6509405055	1.6470556152	0.4397242204	0.0358090947	-0.3178464610	-0.8312075987	0.2893355400	-1.0435927720	-0.8530542701
367	1534	-422.3062632601	3.8111316334	-4.3012786008	-4.0173668641	0.9558483399	4.1867817423	-0.3919601806	0.4043057079	-1.1266880249	1.1207783464	-0.5277671224	0.6767257753	0.8256321663	1.6961486947	1.6334186447	1.6107273541	-0.8046210578	-0.1691068442	-1.9456797766	1.1863633793	-0.2773424056	-1.8238074521	-0.3627584558	0.0200780344	-0.6106465956	-1.3621342913	-1.8801571226	0.2966893620	0.2877404933	0.9075999933	-0.0960567040	0.8984688152	-0.0939025709	1.4590381050	-0.4728062861	-0.4549493846	1.1661994383	-0.1543341102	-0.9442706246	-0.6720474835	0.4269802279	0.7905413717	0.3704710967	1.7057224194	0.2774836079	-0.1654936140	-0.1833702267	-0.9863515513	0.0506158691	-1.3791677750	-0.3984340373
368	1537	-422.1427858535	4.1146537595	-4.4629949922	-4.2542685863	0.8471645276	3.8800325379	-0.4883274288	0.6004646120	-1.4916231193	1.1603024537	-0.3619866918	0.5676009759	0.7036237570	1.4887425537	1.6275008478	1.6659420782	-1.1298059316	-0.2614839270	-1.7229589687	0.9754688115	-0.2023651996	-1.8855504332	-0.4396064431	0.3583910344	-0.7958348763	-1.4362092359	-2.1762989889	-0.0191437719	0.2690718262	0.7901328734	-0.4889294140	0.8392113007	-0.2218411037	1.3383649081	-0.6531489513	-0.5574369708	1.1039190565	-0.2595081697	-0.9020659527	-0.7769726287	0.7101759821	0.4594961645	0.7205532521	1.8012971211	0.1667622748	-0.0598830910	0.0091734000	-1.0269402088	0.2514795749	-1.5618472214	-0.4042227005
369	1539	-421.8213259627	4.0900827831	-4.9740692921	-4.2633192235	0.6593227670	4.0238100543	-0.2549096245	0.7465991514	-1.2402147313	1.2616199547	-0.2969035904	0.4104589673	0.2983140531	1.6099379390	1.5407457960	1.5820633447	-0.7484625014	-0.5236093031	-1.6176359420	1.0410021388	-0.1722655545	-1.8294188062	-0.0971090446	0.3417382185	-0.8845714020	-1.2829066235	-1.9332855001	-0.0044744545	0.2565946367	0.2803753134	-0.5508029129	1.2905752308	-0.4540855414	1.1602668963	-0.5575697256	-0.5125706866	1.0230447212	-0.1914158119	-0.5436468056	-0.7096625567	0.8747221572	0.5684314896	0.6572860886	1.7752000312	-0.3968108318	0.1330002847	0.0875499392	-1.1860188150	0.4239304221	-1.4075926092	-0.6096091808
370	1542	-420.5816749774	4.1100844160	-5.1794996190	-4.2935212364	0.8401373639	3.7742809104	-0.2641402560	0.8936131007	-1.3218808596	1.4091464499	-0.3790335673	0.2190146740	0.4323116077	1.1769977454	1.1865626076	1.4888533570	-0.6047714717	-0.3978435770	-1.4556052387	0.9364213304	-0.3452071816	-2.0483586076	0.0282161428	0.5790697931	-0.8265102170	-0.9532326169	-1.8194987670	0.2581964902	-0.0395694476	0.4153394694	-0.4938678133	1.0017165461	-0.5430509091	1.2363617872	-0.7430499958	-0.7718952402	0.9681485220	-0.1196909119	-0.2888481883	-0.9188267695	0.6923218389	0.8467501979	0.8075066653	1.8808241435	-0.1154098711	-0.1434643665	0.2041097750	-1.1080334084	-0.0113968276	-1.1528184667	-0.3906430081
371	1548	-422.5243011561	4.2051399191	-5.1875276065	-4.0610621690	0.6867373683	3.6533542792	-0.1933494895	1.0295455317	-1.3857316098	1.1539377273	-0.5636142987	0.1878744382	0.3745374851	1.1983063254	0.8067581432	1.8193094554	-0.3822940881	-0.3922155913	-1.6451059763	1.1821470874	-0.4305140112	-1.9769520035	-0.0355373904	1.0889542914	-0.7919188225	-1.0269745269	-2.0645378943	0.6228287047	0.0944391963	0.6942108271	-0.4497751544	0.8504796811	-0.5413947053	1.0544405075	-0.8347864348	-0.5007240389	0.8967955227	-0.0503954284	-0.4352108018	-0.9716264734	0.3519397818	0.9008840865	0.5898035944	1.7614713451	-0.4588743876	-0.4313522985	0.4215560757	-1.5267691392	-0.0674611824	-0.8543164783	-0.4141485914
372	1549	-422.0519221229	3.8836281229	-5.0729511281	-3.8635877980	0.6012033625	3.6544346975	-0.0809735026	1.2998954879	-1.2964285822	1.3315181417	-0.7179964776	0.3466014033	0.5309385174	1.2464457200	0.7598280649	1.6498309921	-0.3316761098	-0.0804627436	-1.6152069391	0.9759543520	-0.2826364547	-1.9385329420	0.2304533495	1.3817386921	-1.0257584648	-0.9206044416	-2.1517989725	0.5380383922	-0.2845259941	0.7093131618	-0.5206751654	1.0668445250	-0.5540323132	0.7778856315	-1.1775935598	-0.6748215250	0.9722995664	-0.4563847651	-0.4008397592	-1.1966651528	0.5042215266	0.5518806764	1.0027934497	1.7755527081	-0.2985749562	-0.8952341393	0.4516922374	-1.3993893531	-0.0994346874	-1.0618161801	-0.4850269170
