accepted_idx	post_warmup_idx	logp	nu_0	nu_1	nu_2	nu_3	nu_4	nu_5	nu_6	nu_7	nu_8	nu_9	nu_10	nu_11	nu_12	nu_13	nu_14	nu_15	nu_16	nu_17	nu_18	nu_19	nu_20	nu_21	nu_22	nu_23	nu_24	nu_25	nu_26	nu_27	nu_28	nu_29	nu_30	nu_31	nu_32	nu_33	nu_34	nu_35	nu_36	nu_37	nu_38	nu_39	nu_40	nu_41	nu_42	nu_43	nu_44	nu_45	nu_46	nu_47	nu_48	nu_49
927	3720	-415.9292282745	1.4260748482	4.6566909778	-4.3984297704	1.5098214817	-0.4239815140	0.6110112564	1.0033576953	-2.3716577780	1.0771271150	2.4147599162	-2.5872797461	-3.0256446111	-0.8805872023	1.5441315424	-0.8385349115	-0.0144390501	-2.1947493664	-0.0192843468	0.0560714873	-0.1449758138	0.9859736051	0.1155271021	0.8178710793	-1.2095334679	0.8374710016	1.6852204016	0.7792036624	0.5100312158	-0.7335915548	0.3910761037	-0.5085595238	-0.6572121169	-0.7450741281	1.1988663677	-0.4934827393	0.1944319060	2.1246843924	-0.6198947347	-1.1684093981	0.8427418662	0.6519090167	0.5747843978	-0.4986069657	-0.9296347341	0.0095512116	-0.5714973095	0.0496649822	0.7715616946	-0.3580432927	-2.0532725914
928	3723	-416.0427532865	1.5801706248	4.3989509172	-4.3835120758	1.7154868511	-0.5519446026	0.5806651765	0.9795608531	-2.3852330072	1.2225874093	2.2864819266	-2.3282743867	-3.2179734548	-0.9080972913	1.6015624376	-1.0623518173	-0.0433093302	-2.0688189721	-0.0130407839	0.1903922285	-0.2395373405	0.8276976363	0.0049967613	0.9202525113	-1.6687022412	0.8512819385	1.5171424432	0.8313344290	0.1559934999	-0.7331545389	0.4206279776	-0.3630486355	-0.6871776623	-1.1325585573	1.1344415035	-0.6881022814	0.3087395021	2.0032778225	-0.4963779127	-0.9495182413	0.9042168888	0.5955104559	0.3902259320	-0.6352853905	-0.8924644453	-0.1891078666	-0.4775211685	-0.1817502005	0.9143428337	-0.3674142150	-1.6879857287
929	3726	-416.4150648648	1.4623984368	4.1321327383	-4.7239945123	1.6630191695	-0.7605705162	0.6753878077	1.0650927309	-2.2756256180	1.1866194881	2.0150704636	-2.3354951171	-2.9465089746	-1.0091689614	1.9230863156	-0.6869890470	-0.0887582419	-2.1439288067	-0.0323154880	0.5098740587	-0.3606384223	1.0717435848	0.0832973442	1.3361059845	-1.6260838377	0.9592153798	1.5692396778	0.7893752214	-0.0813050331	-0.5507972370	0.3300764009	-0.0100452107	-0.4668838905	-0.8476313941	1.0342472434	-0.5143745826	0.6192376031	1.7429849341	-0.3604211951	-0.7533313955	0.5927323492	0.6241483829	0.6958642275	-0.2897670936	-0.7288353680	-0.5087727139	-0.7260958155	0.2180854702	0.7556071354	-0.0688787359	-1.7963429333
930	3731	-415.1868953403	1.4237779239	4.2616027082	-4.7211079584	1.3094042442	-1.0344771342	0.7918467855	0.9686695318	-2.4257158254	0.7033947460	1.8710547902	-2.1585470663	-2.7843366629	-0.9120731505	1.6685906860	-0.7535449942	0.0276249638	-1.9149142746	0.2109564894	0.2178686495	-0.1293017034	1.0448481483	0.0886892314	1.1325525663	-1.8441661046	0.8687445819	1.7708485016	0.8447420809	-0.2725137336	-0.4740589229	0.4386022405	0.0473670701	0.1978225453	-0.8222467508	0.8883805376	-0.9193614580	0.8721498466	1.9863548159	-0.3123462943	-0.8324778836	0.5538958327	0.6291820323	0.5385200494	-0.3735222718	-0.6766033160	-0.5294449709	-0.5585313145	0.0366573967	0.8655614957	0.1476012082	-1.5622853836
931	3732	-413.4097614031	1.6685554418	4.1459124672	-4.8023868697	1.3854145689	-0.9487708606	0.7180179521	0.7726640635	-2.4012137193	0.9188894325	1.9011009119	-1.9763899348	-2.9249140572	-0.9321266751	1.3948278840	-0.5149605411	-0.0394660551	-1.6597615169	0.0194841700	0.0934647099	-0.0115897572	1.2737178424	0.4122811619	1.0825729457	-1.7667113002	0.8963071175	1.7219113822	1.1276345115	-0.1011130887	-0.7809449164	0.2144120604	-0.0050788719	0.3833511583	-1.2175129000	0.6678683673	-0.5612087803	0.9112600357	1.9808776276	-0.0883310174	-0.8958421361	0.4420376217	0.5769253010	0.6889394555	-0.5272222161	-0.6520118474	-0.7369107422	-0.6721367625	0.1936847746	0.6817423601	0.0596451468	-1.4806314033
932	3738	-413.7015826378	1.9110564431	4.2930130541	-4.8623097045	1.3210491218	-0.7720741071	0.7153243920	0.9247634989	-2.3446747219	0.8873697394	1.9575056958	-1.7016230481	-2.9171351679	-0.5822334250	1.1784006843	-0.9126249752	0.4300999533	-1.6506200234	-0.0064953500	0.1849389441	0.4071746308	1.1137864994	0.5454492679	0.7498722626	-1.5255434196	0.9074461432	1.4874441725	1.2844430479	-0.0153385758	-0.6033932008	0.0473004535	-0.0512733880	0.1015446750	-1.1557494731	0.5135590463	-0.2966069120	1.1753277502	1.8305953590	0.3635896593	-1.0916382127	0.3533237066	0.5408361275	0.7796457972	-0.2596770456	-0.8695182428	-0.9257319380	-0.5655491379	-0.2122388255	0.9507822981	0.3727720585	-1.7908722494
933	3739	-414.5123677859	1.7145284786	4.4894907039	-4.4677861068	1.2426617746	-0.6963769515	0.8256054057	0.8471171668	-2.5858680524	1.3174143300	1.9231361530	-1.7654130580	-3.0460708000	-0.8912613470	1.1880210784	-0.7927061376	0.3357772351	-1.8491378167	0.0699626833	-0.0068796537	0.4365901340	1.1054357275	0.5866491585	0.8956014918	-1.3527533925	0.8141112899	1.3101964446	1.3190503448	-0.0858856456	-0.6357586920	0.2267624806	0.3645529213	0.1830488228	-0.8975473141	0.8655335030	-0.4277461934	0.9343821620	1.4689190521	0.6505392217	-0.8742276157	0.2808238013	0.9167920885	0.7116553754	-0.5232944500	-0.8114186975	-0.8327823833	-0.7729004450	-0.1671135224	0.9601990994	0.5581618163	-1.9109798289
934	3740	-413.4338134155	1.7386187071	4.2150673483	-4.3802776193	1.3317231202	-0.7809542806	0.6371690568	0.8076081682	-2.4770045291	0.9761461426	1.7870185886	-1.6892119692	-2.8160950148	-1.0000650009	1.4049259523	-0.5484964517	0.1887627270	-2.0307691312	-0.0899214403	0.1160142759	0.3210876466	1.1800601358	0.7560691472	0.5096964076	-1.4991503776	0.8235135427	1.4127327298	1.2751890107	-0.0251368678	-0.6705605711	0.5655407906	0.3633872224	0.1450834267	-1.2495007022	0.9913284698	-0.6782960681	1.0895996062	1.0250040767	0.4549856942	-0.9102615502	0.3970234019	0.9857636149	0.6165680304	-0.3514969071	-0.4195155052	-0.8838129552	-0.8023420631	0.1417045262	1.4135440368	0.8527319120	-2.0464291968
935	3741	-413.0679095460	1.7658690000	4.2413268799	-4.2480675951	1.2299476034	-0.6617381379	0.6401021016	0.9870133052	-2.3293523954	0.8324920831	1.6376467860	-1.6119479533	-2.7384059173	-1.1939670776	1.4323325546	-0.2610624125	-0.0332433399	-2.1942378190	0.0653361091	0.3241541155	0.3107603323	0.8115005645	0.7062536872	0.4883132167	-1.4806413716	0.5372471236	1.5627785222	1.1864220712	-0.2102506252	-0.9243112830	0.6192666770	0.2381988481	0.1317593886	-1.3211144295	0.6075760016	-0.6005984308	1.4511086240	1.0284970902	0.4539223780	-1.0587300781	0.3402675810	0.9815884157	0.4867365893	-0.5020012994	-0.6322465831	-1.0255582495	-1.0064957395	0.2353314142	1.4799932311	0.7785380917	-1.9013419641
936	3742	-415.8170465768	1.7473248251	4.3900323916	-4.5163677880	1.1087092167	-0.6808298090	0.6687398009	0.8299143623	-2.3198526595	0.8234088221	1.8143460398	-1.7334575861	-2.9109392494	-1.2450448048	1.3210458368	0.0295261703	-0.4939487512	-2.6435361845	0.0310452441	0.4640969271	0.5490451400	0.8870447395	0.4181495025	0.6792664427	-1.4598822719	0.7050015661	1.7094567746	1.0693689125	-0.2711554569	-0.9604878701	0.5924477723	0.2240171757	0.2953921938	-1.1247046009	0.1970862042	-0.7754154454	1.8255652849	1.0811169107	0.3573332989	-1.3459275454	0.3357569637	0.7293333377	0.7256344739	-0.0376901775	-0.4888071340	-1.1351148452	-1.2404678457	0.7529934425	1.1528979937	0.5820281584	-1.8279935132
937	3749	-415.1254863181	1.9764284996	4.2353648034	-4.4054342926	0.9700607974	-0.5698093959	0.8152980413	1.0160378503	-2.1315891864	1.0337797523	1.8810717734	-2.0297557706	-2.7611764020	-1.2227640331	1.5134959797	-0.1481836325	-0.6786640153	-2.8737416112	0.0712723836	0.5079477485	0.6253673488	0.8699903459	0.3046631624	0.4475550415	-1.4760187171	0.7501560203	1.3385944116	0.7618598067	-0.5442807613	-0.8884295908	0.2142907111	0.2986022601	0.0465439714	-1.0517666392	0.2236333313	-0.7410477828	1.6596291126	1.0963974562	0.2857574825	-1.3752759667	0.1926416260	0.5948131199	1.3382908574	-0.2638269959	-0.5459123004	-0.8211292354	-1.2821491830	0.7071228566	1.5964585729	0.3286638689	-1.6818551956
938	3760	-415.6162287941	2.0169414330	4.3710723854	-4.5454584039	1.0205621292	-0.6087212576	0.4862199209	1.2962947824	-1.8534919156	0.9377653557	2.1976252591	-2.2113605197	-2.6146139647	-1.1217553815	1.6358303646	-0.2194801412	-0.9359589365	-2.9565205529	0.0524233975	0.5981650103	0.7051075293	0.9285845468	0.1605907665	0.2814052499	-1.4645172531	0.7287946424	1.0920041058	0.9187120849	-0.3579584522	-1.0240730264	0.2257336204	-0.0562432924	0.0310226726	-0.6712665729	-0.0895172405	-0.7988150083	1.5183655315	1.1293090159	0.0632151586	-1.5254510186	0.2962499313	0.6037945351	1.2183296610	0.0462503067	-0.5972508179	-0.9834231156	-1.0019576032	0.5004620860	1.6398123711	0.7577769034	-1.4703205473
939	3763	-415.6108458447	1.7808964666	4.5745309432	-4.4521761488	0.8245738991	-0.7460519702	0.6444923089	1.4368692615	-1.9426276969	0.6346249148	2.2214463217	-2.0764209269	-2.8601639355	-0.9079651023	1.6598097506	-0.1061268091	-0.8875713056	-3.2191830855	0.4213345884	0.4840406140	0.8458685608	0.8002881219	-0.0280048734	0.3911891587	-1.2454902103	0.4974854327	0.8680117058	1.0748147009	-0.2531619432	-1.2030677959	0.3793959727	-0.0334076763	-0.0432064071	-0.8219487899	0.2062730884	-0.2701745281	1.4718370336	1.2082333395	0.0060137188	-1.7058938344	0.4969815390	0.4873083792	0.9199639216	-0.0571189443	-0.5903047379	-0.7564585985	-1.0732093714	0.9080543690	1.7161673155	0.7512358439	-1.2806603704
940	3775	-415.9574081693	1.7045982479	4.6218761524	-4.6484623624	1.1271302111	-0.6104464940	0.4622802657	1.1861793823	-2.2044525914	0.6761999824	2.2831992931	-1.8973381054	-2.8908327761	-0.8109235888	1.7134905787	-0.1005995723	-0.4868341239	-3.3794915497	0.3640582364	0.3806185189	0.7945085012	0.6502171594	-0.0281968894	0.4886310464	-1.1929596211	0.5826051352	0.9067041243	0.8775932294	-0.2363606447	-1.3860838289	0.1611375752	-0.1296072104	0.0208416090	-0.5217067616	0.2900843158	-0.1754275342	1.5220146495	1.0675812162	-0.2162853613	-1.7029804341	0.4959574066	0.5957037836	0.7823233203	-0.0848216413	-1.3016482146	-0.9394053038	-1.0232735689	0.6647103777	1.6219607082	0.6038730108	-1.5385477023
941	3778	-414.7522142457	1.8148874356	4.5032427927	-4.7332581137	1.2873653188	-0.3372479880	0.5824151138	1.2113951810	-2.1916153457	0.7313142644	2.2202752417	-2.0147563635	-2.8535704992	-0.6767156258	1.7393189988	0.0303891048	-0.1299411655	-3.5538678051	0.5206686156	0.5116391555	0.7504540545	0.6797124929	-0.2501411144	0.1696404950	-1.1365604237	0.6418819101	0.8653183019	0.9279674874	-0.2800910784	-1.4960159613	0.1398932087	-0.2700604222	-0.0989286893	-0.6063563891	0.2502670557	-0.0884032529	1.4658613536	0.8985563002	-0.3114944840	-1.7293874516	0.3100886267	0.6609702122	1.1261203132	0.0662684176	-1.2895292952	-0.5965457270	-0.9480452121	0.7064716144	1.4514665471	0.7451626773	-1.5294440081
942	3779	-414.4168697517	1.9650084972	4.3512915770	-4.7405894830	1.4407468168	-0.1846367282	0.3900374882	1.2564913472	-1.9415258357	0.6007775802	2.2586809601	-1.6798713847	-2.8821833467	-0.8035570500	1.8997676095	-0.1179597543	-0.3762420307	-3.1630817968	0.4531815011	0.4947189904	0.8818991467	0.8004341934	-0.1125269833	0.3075684859	-1.0517413984	0.3680696397	1.0234669305	0.9467224708	0.0420177076	-1.7209638377	-0.0341220698	0.0065352321	-0.2083100758	-0.7267772440	0.5541139379	-0.1549933492	1.3894352667	0.9339938824	-0.4524548774	-1.7356085156	0.1754732974	0.6345014610	0.9389908131	-0.2557538097	-1.1934553782	-0.8747328008	-0.8487686960	0.6442486535	1.6019301792	0.1322457651	-1.3515045834
943	3783	-414.4390377964	1.8815557738	4.6389902774	-4.8101604922	1.5267258147	-0.0909415730	0.8069402138	1.0257308041	-1.6611434709	0.7299584209	2.1896845968	-1.7484928006	-2.5823768184	-0.8363149766	1.7981324958	-0.5004715022	-0.0211675402	-2.8079392945	0.7164392811	0.3766428271	0.8450104173	0.5695025285	-0.0144930119	0.3525677007	-0.8609119516	0.2606629646	1.0604570666	0.8218242058	0.1343176835	-2.0408400495	0.1186968271	0.0781643951	-0.5750239502	-0.8576127432	0.4069313679	0.1266534119	1.4717276349	0.8880733072	-0.4745524267	-1.2308834560	0.1333280431	0.7391993470	0.7579241728	0.2742054024	-1.3824763592	-0.9904335442	-0.8228384212	0.8283841109	1.6191672342	0.4662143421	-1.4569189040
944	3788	-414.6991504353	1.9159003473	4.6185714894	-5.1271892781	1.5336648820	0.0420178962	1.0183657361	1.1951986486	-1.9346945522	0.8169245169	2.1543700398	-2.0235588122	-2.3487954275	-0.6540010788	1.8973360089	-0.2792639041	-0.0872905272	-2.6403787759	0.7692318931	0.4696653102	0.8776413379	0.3840604788	0.0818627831	0.2258489875	-0.7777778942	0.4747659674	0.8752120631	0.7796080659	0.4415255397	-2.0462498017	-0.0514430124	0.2554398468	-0.3839075061	-0.9952026004	0.2181776485	-0.0698492388	1.5489476778	1.2965740149	-0.6607562249	-0.9886926355	0.2867295266	0.4467933513	0.6411911947	0.3859480297	-1.3641206388	-0.9559257846	-0.8037067460	0.8281190991	1.5820266215	0.4582897587	-1.3125513944
945	3794	-412.8969511057	1.9064540554	4.4218447910	-5.1879448276	1.7453743628	-0.2786577229	0.9013123643	1.1740445920	-1.8622222293	0.9596303914	1.8421888979	-1.8283538982	-2.3456350687	-0.5844022149	2.0470774654	-0.3740788131	-0.1933076903	-2.1390985825	0.7498301513	0.2758425497	0.7674807073	0.2049763638	0.2882469319	0.2520814104	-0.6587167552	0.6422094964	1.0810288902	0.4827482504	0.4856174459	-1.6644733672	0.0748801249	-0.0681519012	-0.2752760976	-0.6149579197	0.2353558959	-0.1738622835	1.7675369762	1.5189949644	-0.8004442470	-1.2589129601	0.1840160733	0.4366527731	0.1100068881	0.4653083879	-1.2403516223	-0.7329870674	-0.8141280508	1.2260902835	1.6195166650	0.5967208189	-1.2584681436
946	3796	-414.7783060778	1.6709403667	4.4379530946	-5.0974166902	2.0134550426	0.0672249441	1.0567464767	1.1143712705	-2.1069137249	0.9624292990	1.8102538946	-1.8570702084	-2.2698546076	-0.4685783953	2.1304650892	-0.5583902100	-0.4184849912	-2.0665367622	1.2031930750	0.3659182927	1.1317808233	-0.0032164238	0.3752410417	0.3512740674	-0.8125087181	0.5698410264	1.0945125046	0.4734554405	0.5604359634	-1.6814477778	0.3173436922	-0.0732700194	-0.2031506319	-0.4708035496	-0.2031238408	-0.2296570582	1.8217479700	1.2164760838	-0.8638728322	-0.9370234490	0.4257470147	0.4947538507	0.0672651742	0.0647512758	-0.9297819675	-0.9556958012	-0.9003209039	1.2815640581	1.6307924471	0.5533484771	-1.0433082031
947	3801	-416.9196195481	1.5102924336	4.3995254750	-4.9641493084	2.1057919364	-0.0636091434	1.0105947950	1.1927583884	-2.0896854499	0.9654998675	1.9754451145	-1.6914703235	-2.3736247771	-0.5525870021	2.2241564263	-0.6132333667	-0.2363825776	-2.4894831899	1.0432557423	0.0743047020	1.0233624114	0.1991956770	0.5714843886	0.3888100976	-0.5470486886	0.2184397414	1.0077056675	0.2232188141	0.2459591863	-1.4280246353	0.5370450942	-0.0019398623	-0.3705696989	-0.3811777090	-0.0272709071	-0.5128629217	2.1652775081	1.0907223480	-0.7268608348	-0.8850799323	0.9712216916	0.2877671275	0.1828284495	0.3832229150	-0.8725347618	-1.0891867318	-0.8110671315	1.3599934240	1.6055413149	0.7252110479	-1.0110489786
948	3805	-418.6311273247	1.5099500139	4.4162776860	-4.9350417444	2.0874456056	-0.0591379697	1.0953296400	1.5750804658	-1.9236189129	1.1342560266	1.7363876379	-1.5849351770	-2.3880081087	-0.6181247137	2.0565350296	-0.7907373724	-0.2497703087	-2.4193745381	1.0218052746	-0.1908561287	1.1102875920	0.5730675709	0.6776015074	0.0293232698	-0.5679968170	0.4071063812	1.1667054900	0.2805869132	0.4448316950	-1.6616245147	0.4022581291	-0.1988289680	-0.2438469858	-0.7049264190	-0.0776044141	-0.4768589865	2.2424064808	1.2124990513	-0.3740651187	-0.7713214705	0.8850384460	0.4962915198	0.1729311599	0.6226692336	-0.9314734734	-0.9194816721	-1.2129286084	1.5233919850	1.4309979109	0.5098363789	-1.3604674897
949	3809	-420.1035898732	1.6440408725	4.1162657685	-4.8027522256	2.3270877042	-0.1072247802	1.2729596085	1.5996182624	-1.8583208750	1.3026640197	1.6900500155	-1.7765065218	-2.5956120073	-0.9004245773	2.4113890147	-0.8198491914	-0.1742171845	-2.3721639750	1.0787835162	-0.0959879527	0.7243651855	0.6290331261	0.9672885641	-0.1906260804	-0.9091578747	0.4512388594	1.1959592463	0.8163304821	0.2431912679	-1.4641330655	0.5115649921	-0.1165237178	0.1624881106	-0.7873975327	-0.0423162299	-0.2704067425	2.4014203972	1.3847598558	-0.5151659009	-0.5191107682	0.7384805604	0.0082062350	0.1877093810	0.7530976609	-1.1768520256	-1.2257154361	-1.4520118063	1.3738637180	1.2605297810	0.4215765701	-1.2027344070
950	3810	-419.1102246777	1.7210888573	4.0421208388	-4.9234569735	2.1709508930	0.2478275569	1.4288206834	1.6906861839	-1.7439443117	1.2373783211	1.5029627029	-1.2772252133	-2.7542079917	-0.8606233387	2.3094932789	-0.7831905712	-0.2392431664	-2.5662817864	0.9448478169	-0.2871318824	1.0917115497	0.3634128464	1.0304565335	-0.2923062882	-1.0964280554	0.4014006665	1.1999006770	0.9028447289	-0.1112389044	-1.2328622847	0.8805189726	0.0299975797	0.2011552794	-0.8670015734	0.1099417042	-0.1731306783	2.3892590682	0.9447728319	-0.6096187277	-0.4547851785	0.7924224833	-0.4555868321	0.0245507340	0.4391263214	-0.8564419130	-1.0905842769	-1.2011905351	1.4997466213	1.1445508423	0.5112544922	-1.1999574881
951	3812	-422.2510596277	1.8633442808	3.8329042576	-4.9811688911	2.1134568971	-0.0411598288	1.1374422519	1.3550378993	-1.4250655604	1.1391856849	1.6727232431	-1.5122476797	-2.3609139734	-0.4643008478	2.5406732237	-0.7359375927	-0.2335150184	-2.6242407815	1.0341206355	-0.4120212951	1.3108200775	0.3359564121	1.1908325098	-0.2695274797	-1.0503788016	0.3306099551	1.4750606749	1.2039487781	-0.2605561891	-1.0990348225	0.8597875459	0.1043569638	0.1523984399	-1.3089354724	0.4650932219	-0.3709227364	2.5409980857	1.0804770070	-0.6784539333	-0.4786351645	0.8075478646	-0.4753690376	0.2231714643	0.5459976882	-1.1342995787	-1.2602100121	-1.4821757954	1.1776624652	0.7599306189	0.4072135169	-1.0026184304
952	3820	-421.1255477183	1.7753901035	4.0325977669	-5.1667725699	1.9442238862	-0.1220069498	1.4179776043	1.4548748230	-1.5525352962	0.7767638126	2.0182590275	-1.3201422152	-2.3330257783	-0.5414598740	2.2554472280	-0.6371130073	-0.6744863098	-2.5773653152	1.0043447466	-0.6417321950	1.3812387470	0.3102425569	1.0280814665	-0.2124777049	-0.6817765082	0.0270967692	1.5294372472	0.9087955896	-0.4112686428	-1.0212678922	0.9361700337	0.0689944252	0.0506702006	-1.2879086605	0.4766347356	-0.0246436220	2.3545909422	0.9857618294	-0.5448042835	-0.2996379995	0.8077869547	-0.4256740184	0.2075289692	0.6109469073	-1.2193807457	-1.1435221115	-1.5853467767	1.2376446528	0.4250087719	0.2446517902	-0.5673288860
953	3823	-420.8508873490	1.6117394981	3.9502446091	-5.0505831595	1.5388728690	-0.1667979143	1.2196615566	1.3585359030	-1.8407408723	0.6743751711	2.2364068594	-1.2521869962	-2.3395204449	-0.2072583254	2.2870183624	-0.5789516557	-1.1482779801	-2.4141478600	0.8795724017	-0.3342820406	1.1779475863	0.5036879670	1.0038098395	-0.1155598494	-0.4276981610	-0.0853937079	1.5700366661	1.0013933521	-0.5275381105	-0.9160260120	1.0343465608	-0.1008893742	0.4299822348	-1.3136569248	0.5513423206	-0.4070096412	2.4653120512	1.4031453087	-0.5580761633	-0.3144952870	0.7427190109	-0.3417497985	0.3889535182	0.2821455432	-1.4362996114	-1.1493273389	-1.8661272724	1.3564849009	0.4593482539	0.4523834528	-0.9107082200
954	3824	-421.2335911656	1.5675726476	3.9546225599	-5.0110223397	1.1679638104	0.1242090437	1.0478946576	1.4676651185	-1.8076441921	0.6228977716	2.6524289038	-1.6827223353	-2.4794628577	-0.0183143732	1.9222774702	-0.5937615444	-0.9573500543	-2.3479747731	0.8007916748	-0.3576903998	1.1261028557	0.3986741479	1.0699365951	0.2113402310	-0.5541474043	-0.2730279780	1.2279541612	1.0738897985	-0.5206763672	-1.0051532121	0.9809521707	-0.0431271181	0.5148189186	-1.3288642485	0.4269795841	-0.2867559782	2.7053327245	1.4493167096	-0.4890308587	-0.1840009524	0.9144783659	0.0518949232	0.2682021945	0.7534628820	-1.3562358575	-1.2692859383	-2.2056185417	1.4048344371	0.5269970898	0.4404714083	-0.7801733724
955	3826	-418.4247884780	1.6302246001	3.8179540606	-5.1593562315	1.1970265864	0.0651631630	1.2760114120	1.7580233113	-2.1153993852	0.3986746579	2.6891460361	-1.4378996608	-2.3788855348	0.0762588685	1.7427130381	-0.3739476915	-1.0591284736	-2.1278509472	0.8681335528	-0.1493423385	0.9021358440	0.5311363793	0.9310352317	0.4137140615	-0.2329198569	-0.2603189614	1.1016448301	1.0134279936	-0.8275628065	-0.8357982573	0.9744703510	0.2246124831	0.3644047311	-1.0771155109	0.7496269100	-0.1479007947	2.5760045287	1.4327441680	-0.3789800277	-0.4923387190	0.7847231646	-0.0285225308	-0.0254370806	0.7036669175	-1.1091000061	-1.0081754755	-2.2429181521	1.0640128964	0.5774475975	0.3177720548	-0.8531810825
956	3828	-418.8818445025	1.8416194839	3.5280807288	-5.2067621169	1.4512986730	0.0942754476	1.0850338714	1.7909343086	-2.3114441366	0.5041000915	2.5571289893	-1.4565654438	-2.3319733764	0.0036249377	1.7276117073	-0.3522292366	-0.8834471241	-2.0797375176	0.5263735345	-0.2725629878	0.4991676206	0.5350987236	1.3144710328	0.2121728592	-0.3151380998	-0.7005688321	1.2772397952	1.0115631242	-0.6332641937	-0.9132789141	0.9401213755	0.0940546077	0.2900660894	-0.9453983943	0.8289412055	-0.2938283259	2.4520531730	1.5581124307	-0.3603817027	-0.4455817440	0.9494158896	-0.0012179605	0.0596082738	0.8950351456	-0.7850283755	-0.9930811145	-2.1037350746	0.7737410733	0.1884757842	0.2830332615	-0.7751192522
957	3832	-419.1015079794	1.7910384296	3.7649417944	-5.5492638944	1.7258806595	0.3102078611	1.2843751053	1.8705569239	-2.5519346551	0.6392714161	2.7076069311	-1.2540546173	-2.3017317705	-0.1075522021	1.7645229305	-0.2912816607	-0.9008500271	-1.6923355280	0.5547644375	-0.0370208570	0.2912720233	0.5156637649	1.5040759163	0.2418129788	-0.5502612304	-0.7274344028	1.1416359601	1.2762900065	-0.8242074558	-1.1340120362	0.7208063782	0.0565941414	0.5684828927	-0.8365497348	1.2552426103	-0.2752600300	2.2605742948	1.6820250395	-0.4605096518	-0.2551564375	0.7022359030	0.2450277399	-0.0716566362	0.6687740537	-0.5321068052	-1.0796042684	-2.1754876732	1.2187278130	0.4017421637	0.2921730820	-0.6112431898
958	3835	-418.5777020624	1.7487159625	3.8499198977	-5.4351210097	1.5369624293	0.2041911244	0.9589175176	1.6133944382	-2.4698756345	0.8045787938	3.0118944841	-0.9866092879	-2.3876385600	-0.3661012410	1.8313135470	0.0167538771	-1.1966930625	-1.8222195263	0.6093746543	0.1164768623	0.1390826567	0.1782825176	1.4492647407	0.2806451503	-0.2567191476	-0.4903560359	1.1329403808	1.2960558554	-0.7331871051	-1.0733251963	0.6251217959	0.3159851599	0.3506993620	-0.8638505164	1.6706065223	-0.5967239735	2.0547170928	1.8209441570	-0.2743943674	-0.5942966481	0.7526699248	0.2802421361	-0.0705117185	0.8522491498	-0.2695454816	-0.9142162589	-2.0984147421	1.1497391368	0.0063401200	0.8209126482	-0.3472654752
959	3842	-418.9497969686	1.6627435186	3.9014884031	-5.6315819208	1.5289186694	0.0866462451	0.7924264059	1.7489651502	-2.5426875643	0.7171741901	3.0286891395	-0.7711568135	-2.3640283232	0.0312152308	1.8117302534	0.1381372262	-1.3076175257	-1.6605193648	0.8425664714	0.2478305506	-0.0786268199	0.0613319554	1.5569517130	0.4392966619	-0.0634044964	-0.7464573555	0.9289472684	1.1096652392	-0.4802831235	-1.2271209365	0.3987176077	0.5384800156	0.4038241662	-0.6147867883	1.7651915890	-0.0162296575	2.1993274854	1.9264598286	0.0777083812	-0.7614416964	0.6122835538	0.0698207340	0.2729940652	0.8606025710	-0.4151891022	-0.9097714214	-1.9948991376	1.3170651300	0.0112197675	0.7465620892	0.2667877011
960	3854	-419.1381613853	1.8685579375	4.3573733008	-5.3753845248	1.7490961317	-0.0807345248	0.6133079070	1.5018425957	-2.3286983389	0.9034120869	2.8506356445	-0.4953279570	-2.0459495015	-0.0932105258	1.6351866965	-0.0565160358	-1.0947858041	-1.6224674078	0.9909555794	0.1321056538	0.1945914348	0.0536965930	1.5251640675	0.6590581355	-0.0526593586	-0.9503788700	0.9852314372	0.9222385891	-0.4676375882	-1.3665781926	0.6843178497	0.5818332927	0.4986319225	-0.5051994770	1.7850064520	-0.0731482446	2.2025501394	1.9533618300	0.1966520880	-0.7317523320	0.5321413397	-0.2475936552	0.0346894807	0.6527684168	-0.2404839038	-0.7598200196	-1.6513355112	1.4411068145	-0.1200592637	0.6720590091	-0.0268574862
961	3858	-418.8275742066	1.8517374784	4.2210598516	-5.6672655367	1.3768762493	0.2350719891	0.4932098677	1.4455464939	-2.4075733029	0.8483090740	3.2875178964	-0.4069391249	-2.1082033644	-0.1699042688	1.6603635972	-0.4103923379	-1.0084952708	-1.7911998394	0.8684666062	0.4396879454	-0.0779800657	-0.0307114341	1.5819338378	0.3838170321	-0.0467434672	-0.8746846856	0.9818927962	1.0654960974	-0.2894939238	-1.0629885499	0.6978745628	0.5930317304	0.5332957681	-0.1550893520	1.9116306215	-0.2415430416	1.6274241263	1.9596733103	0.1668958957	-0.5486450655	0.6054965115	-0.2501366904	0.1561119159	0.5234599124	-0.2430321070	-0.5991152550	-1.6504680588	1.2410358302	-0.3628953851	0.8000572404	0.0621466642
